GeneUID	ProteinSeqLength	NoCysIUPredMeanISD	SequenceUID	Phylostratum	GeneFamilyPhylostratum	GeneFamilyNumber	Stickiness	Hubness	HydrophobicDispersionBlock6	ConglomerateFamilyDesignationIncludingDubious	ExcludedAsDubious	ExcludedAsScerevisiaeSpecific	ExcludedAsUnclassified	CarvunisConservationLevels	GenesUsedByCarvunis	Skudriavzevii	GeneFamilyPhyloTaxonomicGroup	TangoHexamerAPRNum	TangoPentamerAPRNum	WaltzHexamerAPRNum	WaltzPentamerAPRNum	TangoHexamerNumAAInAPRs	TangoPentamerNumAAInAPRs	WaltzHexamerNumAAInAPRs	WaltzPentamerNumAAInAPRs	TangoHexamerAPRDensity	TangoPentamerAPRDensity	WaltzHexamerAPRDensity	WaltzPentamerAPRDensity	TangoHexamerAAInAPRsDensity	TangoPentamerAAInAPRsDensity	WaltzHexamerAAInAPRsDensity	WaltzPentamerAAInAPRsDensity
YJR012C	207	0.4443	3500	4	4	4535	0	0	1.4197738766	A	0	0	0	8	1	0	Fungi	3	3	1	2	33	33	29	34	0.01497584500000	0.01497584500000	0.00531400900000	0.01014492700000	0.16183574800000	0.16183574800000	0.14251207700000	0.16666666600000
YJR013W	403	0.0228	3501	2	2	4784	51	0	1.5232824011	A	0	0	0	10	1	0	Eukaryota	14	15	12	12	180	185	134	134	0.03498759300000	0.03746898200000	0.03002481300000	0.03002481300000	0.44789081800000	0.46029776600000	0.33374689800000	0.33374689800000
YJR014W	198	0.3194	3502	2	2	5408	0	1	1.1430572229	A	0	0	0	10	1	0	Eukaryota	2	2	2	2	19	19	12	12	0.01060606000000	0.01060606000000	0.01060606000000	0.01060606000000	0.09848484800000	0.09848484800000	0.06313131300000	0.06313131300000
YJR015W	510	0.1298	3503	4	4	1438	5	0	1.1792786599	A	0	0	0	9	1	0	Fungi	9	11	11	11	130	140	156	156	0.01784313700000	0.02176470500000	0.02176470500000	0.02176470500000	0.25588235200000	0.27549019600000	0.30686274500000	0.30686274500000
YJR016C	585	0.3438	3504	1	1	2929	0	0	0.6947315814	A	0	0	0	10	1	0	Cellular_Organisms	3	6	10	10	23	38	74	74	0.00529914500000	0.01042735000000	0.01726495700000	0.01726495700000	0.04017094000000	0.06581196500000	0.12735042700000	0.12735042700000
YJR017C	170	0.5242	3505	1	1	2511	4	1	1.1836157345	A	0	0	0	10	1	0	Cellular_Organisms	0	0	0	0	0	0	0	0	0.00058823500000	0.00058823500000	0.00058823500000	0.00058823500000	0.00294117600000	0.00294117600000	0.00294117600000	0.00294117600000
YJR018W	120	0.0507	3506	10	10	1727	0	0	1.0188869302	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	2	2	2	2	30	30	20	20	0.01750000000000	0.01750000000000	0.01750000000000	0.01750000000000	0.25416666600000	0.25416666600000	0.17083333300000	0.17083333300000
YJR019C	349	0.2147	3507	1	1	2558	3	1	0.7164201730	A	0	0	0	7	1	0	Cellular_Organisms	3	4	4	4	28	33	49	49	0.00888252100000	0.01174785100000	0.01174785100000	0.01174785100000	0.08166189100000	0.09598853800000	0.14183381000000	0.14183381000000
YJR020W	110	0.1650	3508	10	10	1977	0	0	1.4244212735	A	1	0	0	1	1	0	Saccharomyces_cerevisiae	2	2	2	2	27	27	30	30	0.01909090900000	0.01909090900000	0.01909090900000	0.01909090900000	0.25000000000000	0.25000000000000	0.27727272700000	0.27727272700000
YJR021C	314	0.5729	3509	8	8	1179	9	0	0.9999409388	A	0	0	0	6	1	0	Saccharomycetales	0	0	0	0	0	0	0	0	0.00031847100000	0.00031847100000	0.00031847100000	0.00031847100000	0.00159235600000	0.00159235600000	0.00159235600000	0.00159235600000
YJR022W	109	0.1716	3510	2	2	4915	55	16	1.0623969039	A	0	0	0		0	0	Eukaryota	3	3	2	2	21	21	23	23	0.02844036600000	0.02844036600000	0.01926605500000	0.01926605500000	0.19724770600000	0.19724770600000	0.21559633000000	0.21559633000000
YJR023C	133	0.0098	3511	10	10	3603	0	0	1.6724540858	A	0	1	0	1	1	0	Saccharomyces_cerevisiae	3	3	1	1	55	55	63	63	0.02330827000000	0.02330827000000	0.00827067600000	0.00827067600000	0.41729323300000	0.41729323300000	0.47744360900000	0.47744360900000
YJR024C	244	0.2135	3512	1	1	4251	2	0	0.8078111427	A	0	0	0	10	1	0	Cellular_Organisms	4	5	2	2	26	31	14	14	0.01680327800000	0.02090163900000	0.00860655700000	0.00860655700000	0.10860655700000	0.12909836000000	0.05942622900000	0.05942622900000
YJR025C	177	0.3567	3513	1	1	2063	4	1	0.9593027250	A	0	0	0	9	1	0	Cellular_Organisms	2	2	2	2	13	13	17	17	0.01186440600000	0.01186440600000	0.01186440600000	0.01186440600000	0.07627118600000	0.07627118600000	0.09887005600000	0.09887005600000
YJR026W	440	0.6029	3514	9	9	3332	0	0	1.1250973345	AOR	0	0	0		0	1	Saccharomycetaceae	1	2	4	4	11	16	30	30	0.00250000000000	0.00477272700000	0.00931818100000	0.00931818100000	0.02613636300000	0.03750000000000	0.06931818100000	0.06931818100000
YJR027W	1755	0.4301	3515	1	1	2382	0	0	0.9745164921	A	0	0	0		0	0	Cellular_Organisms	12	20	21	23	96	136	204	214	0.00689458600000	0.01145299100000	0.01202279200000	0.01316239300000	0.05498575400000	0.07777777700000	0.11652421600000	0.12222222200000
YJR029W	1755	0.4285	3516	1	1	2382	0	0	0.9746204069	A	0	0	0		0	0	Cellular_Organisms	14	23	22	24	116	161	210	220	0.00803418800000	0.01316239300000	0.01259259200000	0.01373219300000	0.06638176600000	0.09202279200000	0.11994301900000	0.12564102500000
YJR028W	440	0.6111	3517	9	9	3332	0	0	1.1856515597	AOR	0	0	0		0	1	Saccharomycetaceae	1	2	4	4	11	16	30	30	0.00250000000000	0.00477272700000	0.00931818100000	0.00931818100000	0.02613636300000	0.03750000000000	0.06931818100000	0.06931818100000
YJR030C	745	0.2524	3518	9	8	4676	2	0	0.8575467439	AN	0	0	0	6	1	0	Saccharomycetales	4	7	9	10	40	55	74	79	0.00550335500000	0.00953020100000	0.01221476500000	0.01355704600000	0.05436241600000	0.07449664400000	0.10000000000000	0.10671140900000
YJR031C	1408	0.1617	3519	1	1	1831	4	0	0.9608947013	A	0	0	0	10	1	0	Cellular_Organisms	21	28	24	24	209	244	278	278	0.01498579500000	0.01995738600000	0.01711647700000	0.01711647700000	0.14879261300000	0.17365056800000	0.19779829500000	0.19779829500000
YJR032W	393	0.2847	3520	1	1	2689	2	0	0.9226360171	A	0	0	0	10	1	0	Cellular_Organisms	3	4	8	8	28	33	58	58	0.00788804000000	0.01043256900000	0.02061068700000	0.02061068700000	0.07251908300000	0.08524173000000	0.14885496100000	0.14885496100000
YJR033C	1357	0.2235	3521	2	2	4117	6	4	0.8813878704	A	0	0	0	10	1	0	Eukaryota	20	31	25	26	151	206	195	200	0.01481208500000	0.02291820100000	0.01849668300000	0.01923360300000	0.11164333000000	0.15217391300000	0.14406779600000	0.14775239400000
YJR034W	108	0.5426	3522	2	2	4832	1	0	0.8547567175	A	0	0	0	9	1	0	Eukaryota	0	0	1	1	0	0	6	6	0.00092592500000	0.00092592500000	0.01018518500000	0.01018518500000	0.00462962900000	0.00462962900000	0.06018518500000	0.06018518500000
YJR035W	1085	0.3628	3523	1	1	2137	2	0	0.9379570452	A	0	0	0	10	1	0	Cellular_Organisms	6	10	10	11	47	67	88	93	0.00562211900000	0.00930875500000	0.00930875500000	0.01023041400000	0.04377880100000	0.06221198100000	0.08156682000000	0.08617511500000
YJR036C	892	0.2023	3524	2	2	2939	0	0	0.9512185386	A	0	0	0	10	1	0	Eukaryota	13	16	17	18	99	114	145	150	0.01468609800000	0.01804932700000	0.01917040300000	0.02029147900000	0.11154708500000	0.12836322800000	0.16311659100000	0.16872197300000
YJR037W	127	0.2236	3525	10	10	936	0	0	1.3146985457	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	5	6	3	3	33	38	20	20	0.04015748000000	0.04803149600000	0.02440944800000	0.02440944800000	0.26377952700000	0.30314960600000	0.16141732200000	0.16141732200000
YJR038C	120	0.2292	3526	10	10	1768	0	0	0.9865047233	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	2	4	0	0	26	36	0	0	0.01750000000000	0.03416666600000	0.00083333300000	0.00083333300000	0.22083333300000	0.30416666600000	0.00416666600000	0.00416666600000
YJR039W	1121	0.0994	3527	9	9	1819	2	0	0.7610636216	A	0	0	0	6	1	0	Saccharomycetaceae	24	29	24	24	220	245	203	203	0.02149866100000	0.02595896500000	0.02149866100000	0.02149866100000	0.19669937500000	0.21900089200000	0.18153434400000	0.18153434400000
YJR040W	779	0.1039	3528	1	1	850	2	0	1.0131624910	A	0	0	0	10	1	0	Cellular_Organisms	17	21	17	17	184	204	225	225	0.02195121900000	0.02708600700000	0.02195121900000	0.02195121900000	0.23684210500000	0.26251604600000	0.28947368400000	0.28947368400000
YJR041C	1174	0.0939	3529	6	6	2962	0	1	0.9361224627	A	0	0	0	9	1	0	Ascomycota	18	24	22	22	166	196	256	256	0.01541737600000	0.02052810900000	0.01882453100000	0.01882453100000	0.14182282700000	0.16737649000000	0.21848381600000	0.21848381600000
YJR042W	744	0.1413	3530	5	5	2078	6	10	0.8287815068	A	0	0	0	7	1	0	Dikarya	12	16	9	11	87	107	78	88	0.01626344000000	0.02163978400000	0.01223118200000	0.01491935400000	0.11760752600000	0.14448924700000	0.10551075200000	0.11895161200000
YJR043C	350	0.5612	3531	9	9	226	5	2	1.1785425640	A	0	0	0	7	1	0	Saccharomycetaceae	2	4	5	5	13	23	44	44	0.00600000000000	0.01171428500000	0.01457142800000	0.01457142800000	0.03857142800000	0.06714285700000	0.12714285700000	0.12714285700000
YJR044C	140	0.0244	3532	2	2	1777	3	0	1.1662133233	A	0	0	0	9	1	0	Eukaryota	5	5	3	3	63	63	39	39	0.03642857100000	0.03642857100000	0.02214285700000	0.02214285700000	0.45357142800000	0.45357142800000	0.28214285700000	0.28214285700000
YJR045C	654	0.3796	3533	1	1	1410	1	6	0.8907842001	A	0	0	0	10	1	0	Cellular_Organisms	5	6	4	6	33	38	26	36	0.00779816500000	0.00932721700000	0.00626911300000	0.00932721700000	0.05122324100000	0.05886850100000	0.04051987700000	0.05581039700000
YJR046W	604	0.2562	3534	9	9	2373	7	0	0.9109667042	A	0	0	0	6	1	0	Saccharomycetaceae	5	7	8	9	56	66	57	62	0.00844370800000	0.01175496600000	0.01341059600000	0.01506622500000	0.09354304600000	0.11009933700000	0.09519867500000	0.10347682100000
YJR047C	157	0.4312	3535	1	1	2355	2	0	1.3335285899	A	0	0	0	10	1	0	Cellular_Organisms	1	2	1	1	8	13	8	8	0.00700636900000	0.01337579600000	0.00700636900000	0.00700636900000	0.05414012700000	0.08598726100000	0.05414012700000	0.05414012700000
YJR048W	109	0.4492	3536	1	1	2628	3	0	0.9067003474	A	0	0	0	10	1	0	Cellular_Organisms	0	1	0	0	0	5	0	0	0.00091743100000	0.01009174300000	0.00091743100000	0.00091743100000	0.00458715500000	0.05045871500000	0.00458715500000	0.00458715500000
YJR049C	530	0.3737	3537	1	1	919	2	0	1.0554739645	A	0	0	0	10	1	0	Cellular_Organisms	3	5	5	5	32	42	40	40	0.00584905600000	0.00962264100000	0.00962264100000	0.00962264100000	0.06132075400000	0.08018867900000	0.07641509400000	0.07641509400000
YJR050W	235	0.4105	3538	1	1	5415	8	8	0.7946385360	A	0	0	0	10	1	0	Cellular_Organisms	0	1	2	2	0	5	12	12	0.00042553100000	0.00468085100000	0.00893617000000	0.00893617000000	0.00212765900000	0.02340425500000	0.05319148900000	0.05319148900000
YJR051W	501	0.3002	3539	1	1	4541	2	0	0.9383456297	A	0	0	0	10	1	0	Cellular_Organisms	6	8	5	5	47	57	48	48	0.01217564800000	0.01616766400000	0.01017964000000	0.01017964000000	0.09481037900000	0.11477045900000	0.09680638700000	0.09680638700000
YJR052W	565	0.2865	3540	2	2	2462	4	1	0.9816791139	A	0	0	0	10	1	0	Eukaryota	6	7	7	8	42	47	44	49	0.01079646000000	0.01256637100000	0.01256637100000	0.01433628300000	0.07522123800000	0.08407079600000	0.07876106100000	0.08761061900000
YJR053W	574	0.5478	3541	4	4	251	8	1	0.6656887935	A	0	0	0	10	1	0	Fungi	0	0	0	0	0	0	0	0	0.00017421600000	0.00017421600000	0.00017421600000	0.00017421600000	0.00087108000000	0.00087108000000	0.00087108000000	0.00087108000000
YJR054W	497	0.2777	3542	4	4	1083	0	0	1.1704825879	A	0	0	0	9	1	0	Fungi	10	12	9	9	117	127	119	119	0.02032193100000	0.02434607600000	0.01830985900000	0.01830985900000	0.23641851100000	0.25653923500000	0.24044265500000	0.24044265500000
YJR055W	164	0.2976	3543	2	2	2222	3	0	0.7419131616	A	0	0	0	9	1	0	Eukaryota	1	1	1	1	6	6	17	17	0.00670731700000	0.00670731700000	0.00670731700000	0.00670731700000	0.03963414600000	0.03963414600000	0.10670731700000	0.10670731700000
YJR056C	236	0.5946	3544	6	6	1628	8	0	0.6908348731	A	0	0	0	9	1	0	Ascomycota	0	0	2	2	0	0	20	20	0.00042372800000	0.00042372800000	0.00889830500000	0.00889830500000	0.00211864400000	0.00211864400000	0.08686440600000	0.08686440600000
YJR057W	216	0.1850	3545	1	1	4078	2	0	0.8958333333	A	0	0	0	10	1	0	Cellular_Organisms	2	3	5	5	15	20	34	34	0.00972222200000	0.01435185100000	0.02361111100000	0.02361111100000	0.07175925900000	0.09490740700000	0.15972222200000	0.15972222200000
YJR058C	147	0.0373	3546	2	2	3134	4	1	1.0678752562	A	0	0	0	10	1	0	Eukaryota	3	4	5	5	32	37	44	44	0.02108843500000	0.02789115600000	0.03469387700000	0.03469387700000	0.22108843500000	0.25510204000000	0.30272108800000	0.30272108800000
YJR059W	818	0.5420	3547	1	1	813	0	0	0.9571289871	A	0	0	0	10	1	0	Cellular_Organisms	3	5	5	5	24	34	41	41	0.00378973100000	0.00623471800000	0.00623471800000	0.00623471800000	0.02995110000000	0.04217603900000	0.05073349600000	0.05073349600000
YJR060W	351	0.7444	3548	2	2	1205	6	1	0.9378417201	A	0	0	0	10	1	0	Eukaryota	1	2	2	2	6	11	16	16	0.00313390300000	0.00598290500000	0.00598290500000	0.00598290500000	0.01851851800000	0.03276353200000	0.04700854700000	0.04700854700000
YJR061W	935	0.2158	3549	6	2	1731	3	0	0.8261289213	AN	0	0	0	10	1	0	Eukaryota	9	10	18	18	72	77	149	149	0.00973262000000	0.01080213900000	0.01935828800000	0.01935828800000	0.07754010600000	0.08288770000000	0.15989304800000	0.15989304800000
YJR062C	457	0.2424	3550	1	1	1666	5	0	0.9550191778	A	0	0	0	10	1	0	Cellular_Organisms	4	6	4	5	25	35	48	53	0.00897155300000	0.01334792100000	0.00897155300000	0.01115973700000	0.05579868700000	0.07768052500000	0.10612691400000	0.11706783300000
YJR063W	125	0.4043	3551	1	1	4014	19	13	0.8623266039	A	0	0	0	10	1	0	Cellular_Organisms	2	3	2	2	18	23	13	13	0.01680000000000	0.02480000000000	0.01680000000000	0.01680000000000	0.14800000000000	0.18800000000000	0.10800000000000	0.10800000000000
YJR064W	562	0.2993	3552	1	1	3180	1	4	0.8251115539	A	0	0	0	10	1	0	Cellular_Organisms	4	7	4	4	33	48	34	34	0.00729537300000	0.01263345100000	0.00729537300000	0.00729537300000	0.05960854000000	0.08629893200000	0.06138790000000	0.06138790000000
YJR065C	449	0.2665	3553	1	1	5292	2	8	0.8509383006	A	0	0	0	10	1	0	Cellular_Organisms	5	7	7	8	46	56	78	83	0.01135857400000	0.01581291700000	0.01581291700000	0.01804008900000	0.10356347400000	0.12583518900000	0.17483296200000	0.18596881900000
YJR066W	2470	0.1706	3554	1	1	4437	9	3	0.8540080745	A	0	0	0	10	1	0	Cellular_Organisms	33	44	32	34	322	377	282	292	0.01340080900000	0.01785425100000	0.01299595100000	0.01380566800000	0.13056680100000	0.15283400800000	0.11437246900000	0.11842105200000
YJR067C	141	0.3248	3555	2	2	274	2	1	0.8550492643	A	0	0	0	10	1	0	Eukaryota	1	1	1	1	11	11	6	6	0.00780141800000	0.00780141800000	0.00780141800000	0.00780141800000	0.08156028300000	0.08156028300000	0.04609929000000	0.04609929000000
YJR068W	353	0.2541	3556	1	1	2205	8	5	0.8837930394	A	0	0	0	10	1	0	Cellular_Organisms	3	5	4	4	23	33	35	35	0.00878186900000	0.01444759200000	0.01161473000000	0.01161473000000	0.06657223700000	0.09490084900000	0.10056657200000	0.10056657200000
YJR069C	197	0.2080	3557	1	1	1384	3	0	0.7473647906	A	0	0	0	10	1	0	Cellular_Organisms	2	2	3	3	12	12	26	26	0.01065989800000	0.01065989800000	0.01573604000000	0.01573604000000	0.06345177600000	0.06345177600000	0.13451776600000	0.13451776600000
YJR070C	325	0.3470	3558	1	1	4052	4	1	0.7082698753	A	0	0	0	10	1	0	Cellular_Organisms	3	3	5	5	20	20	45	45	0.00953846100000	0.00953846100000	0.01569230700000	0.01569230700000	0.06307692300000	0.06307692300000	0.14000000000000	0.14000000000000
YJR071W	122	0.0162	3559	10	10	4483	0	0	0.7536912704	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	2	3	2	2	25	30	35	35	0.01721311400000	0.02540983600000	0.01721311400000	0.01721311400000	0.20901639300000	0.25000000000000	0.29098360600000	0.29098360600000
YJR072C	385	0.3299	3560	1	1	277	41	1	0.8197826219	A	0	0	0	10	1	0	Cellular_Organisms	6	6	4	4	46	46	29	29	0.01584415500000	0.01584415500000	0.01064935000000	0.01064935000000	0.12077922000000	0.12077922000000	0.07662337600000	0.07662337600000
YJR073C	206	0.0557	3561	2	2	4989	3	0	1.0259264545	A	0	0	0	10	1	0	Eukaryota	7	7	4	5	75	75	55	60	0.03446601900000	0.03446601900000	0.01990291200000	0.02475728100000	0.36650485400000	0.36650485400000	0.26941747500000	0.29368932000000
YJR074W	218	0.3419	3562	2	2	4438	5	0	0.8633104850	A	0	0	0	10	1	0	Eukaryota	2	3	3	3	18	23	21	21	0.00963302700000	0.01422018300000	0.01422018300000	0.01422018300000	0.08486238500000	0.10779816500000	0.09862385300000	0.09862385300000
YJR075W	396	0.2010	3563	1	1	4005	3	5	0.7909954764	A	0	0	0	10	1	0	Cellular_Organisms	7	9	5	6	60	70	71	76	0.01792929200000	0.02297979700000	0.01287878700000	0.01540404000000	0.15277777700000	0.17803030300000	0.18055555500000	0.19318181800000
YJR076C	415	0.3493	3564	1	1	3416	22	7	0.8300734986	AR	0	0	0	10	1	0	Cellular_Organisms	3	4	5	5	28	33	45	45	0.00746987900000	0.00987951800000	0.01228915600000	0.01228915600000	0.06867469800000	0.08072289100000	0.10963855400000	0.10963855400000
YJR077C	311	0.0983	3565	2	2	2442	3	8	0.7386347031	A	0	0	0	10	1	0	Eukaryota	3	4	3	3	40	45	21	21	0.00996784500000	0.01318327900000	0.00996784500000	0.00996784500000	0.13022508000000	0.14630225000000	0.06913183200000	0.06913183200000
YJR078W	453	0.2666	3566	1	1	2098	1	0	0.9226068186	A	0	0	0	9	1	0	Cellular_Organisms	3	5	4	4	32	42	32	32	0.00684326700000	0.01125827800000	0.00905077200000	0.00905077200000	0.07174392900000	0.09381898400000	0.07174392900000	0.07174392900000
YJR079W	109	0.0238	3567	10	10	4895	1	0	0.6192781227	A	0	1	0	3	1	0	Saccharomyces_cerevisiae	2	2	4	4	26	26	45	45	0.01926605500000	0.01926605500000	0.03761467800000	0.03761467800000	0.24311926600000	0.24311926600000	0.41743119200000	0.41743119200000
YJR080C	394	0.2277	3568	6	6	5317	2	0	0.5919672588	A	0	0	0	6	1	0	Ascomycota	2	6	2	3	20	40	18	23	0.00532994900000	0.01548223300000	0.00532994900000	0.00786802000000	0.05203045600000	0.10279187800000	0.04695431400000	0.05964467000000
YJR082C	113	0.6139	3569	4	4	3328	16	9	0.9215518866	A	0	0	0	6	1	0	Fungi	0	1	2	2	0	5	25	25	0.00088495500000	0.00973451300000	0.01858407000000	0.01858407000000	0.00442477800000	0.04867256600000	0.22566371600000	0.22566371600000
YJR083C	309	0.7075	3570	9	9	3949	11	0	0.9418753513	A	0	0	0	5	1	0	Saccharomycetaceae	0	0	3	3	0	0	27	27	0.00032362400000	0.00032362400000	0.01003236200000	0.01003236200000	0.00161812200000	0.00161812200000	0.08899676300000	0.08899676300000
YJR084W	423	0.1644	3571	2	2	5336	6	1	0.9738483047	A	0	0	0	10	1	0	Eukaryota	4	6	5	5	36	46	46	46	0.00969267100000	0.01442080300000	0.01205673700000	0.01205673700000	0.08628841600000	0.10992907800000	0.10992907800000	0.10992907800000
YJR085C	105	0.0425	3572	2	2	89	1	0	0.8691123188	A	0	0	0	10	1	0	Eukaryota	4	4	1	1	44	44	8	8	0.03904761900000	0.03904761900000	0.01047619000000	0.01047619000000	0.42380952300000	0.42380952300000	0.08095238000000	0.08095238000000
YJR086W	110	0.5253	3573	4	4	710	3	0	0.8100188947	A	0	0	0	9	1	0	Fungi	1	1	1	1	8	8	7	7	0.01000000000000	0.01000000000000	0.01000000000000	0.01000000000000	0.07727272700000	0.07727272700000	0.06818181800000	0.06818181800000
YJR087W	116	0.0185	3574	10	10	833	0	0	0.8109964622	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	3	3	2	2	31	31	40	40	0.02672413700000	0.02672413700000	0.01810344800000	0.01810344800000	0.27155172400000	0.27155172400000	0.34913793100000	0.34913793100000
YJR088C	292	0.1049	3575	2	2	1506	1	1	0.9119199681	A	0	0	0	9	1	0	Eukaryota	4	7	9	9	45	60	89	89	0.01404109500000	0.02431506800000	0.03116438300000	0.03116438300000	0.15582191700000	0.20719178000000	0.30650684900000	0.30650684900000
YJR089W	954	0.5142	3576	4	4	3080	10	3	0.8175371452	A	0	0	0	7	1	0	Fungi	1	4	8	9	7	22	62	67	0.00115303900000	0.00429769300000	0.00849056600000	0.00953878400000	0.00786163500000	0.02358490500000	0.06551362600000	0.07075471600000
YJR090C	1151	0.2747	3577	1	1	3021	13	2	0.8919919927	A	0	0	0	10	1	0	Cellular_Organisms	10	16	15	15	80	110	125	125	0.00877497800000	0.01398783600000	0.01311902600000	0.01311902600000	0.06993918300000	0.09600347500000	0.10903562100000	0.10903562100000
YJR091C	1091	0.5002	3578	2	2	2735	276	1	1.0061733951	A	0	0	0	10	1	0	Eukaryota	4	4	9	9	37	37	90	90	0.00375802000000	0.00375802000000	0.00834097100000	0.00834097100000	0.03437213500000	0.03437213500000	0.08295142000000	0.08295142000000
YJR092W	1447	0.5512	3579	4	4	4577	5	5	0.7812642531	A	0	0	0	9	1	0	Fungi	3	5	12	12	22	32	84	84	0.00214236300000	0.00352453300000	0.00836212800000	0.00836212800000	0.01554941200000	0.02246026200000	0.05839668200000	0.05839668200000
YJR093C	327	0.6479	3580	2	2	4918	6	16	1.0238137133	A	0	0	0	10	1	0	Eukaryota	1	2	2	2	6	11	23	23	0.00336391400000	0.00642201800000	0.00642201800000	0.00642201800000	0.01987767500000	0.03516819500000	0.07186544300000	0.07186544300000
YJR094C	360	0.4910	3581	9	9	3997	5	0	1.0845495920	A	0	0	0	6	1	0	Saccharomycetaceae	0	0	3	3	0	0	27	27	0.00027777700000	0.00027777700000	0.00861111100000	0.00861111100000	0.00138888800000	0.00138888800000	0.07638888800000	0.07638888800000
YJR094W-A	92	0.3698	3582	1	1	3012	0	0	0.6244552271	A	0	0	0	10	1	0	Cellular_Organisms	0	0	0	0	0	0	0	0	0.00108695600000	0.00108695600000	0.00108695600000	0.00108695600000	0.00543478200000	0.00543478200000	0.00543478200000	0.00543478200000
YJR095W	322	0.2072	3583	2	2	2292	0	0	0.7104407914	AO	0	0	0	10	1	0	Eukaryota	4	7	3	3	27	42	26	26	0.01273291900000	0.02204968900000	0.00962732900000	0.00962732900000	0.08540372600000	0.13198757700000	0.08229813600000	0.08229813600000
YJR096W	282	0.2440	3584	1	1	2125	0	0	0.7866808059	A	0	0	0	10	1	0	Cellular_Organisms	1	1	5	5	9	9	47	47	0.00390070900000	0.00390070900000	0.01808510600000	0.01808510600000	0.03368794300000	0.03368794300000	0.16843971600000	0.16843971600000
YJR097W	172	0.2812	3585	1	1	858	1	0	0.8416754391	A	0	0	0	10	1	0	Cellular_Organisms	0	0	1	1	0	0	17	17	0.00058139500000	0.00058139500000	0.00639534800000	0.00639534800000	0.00290697600000	0.00290697600000	0.10174418600000	0.10174418600000
YJR098C	656	0.3408	3586	1	1	1330	0	0	0.9013543410	A	0	0	0	9	1	0	Cellular_Organisms	3	5	5	5	19	29	30	30	0.00472560900000	0.00777439000000	0.00777439000000	0.00777439000000	0.02972560900000	0.04496951200000	0.04649390200000	0.04649390200000
YJR099W	236	0.2920	3587	2	2	2107	3	0	1.1323124885	A	0	0	0	10	1	0	Eukaryota	5	7	8	8	32	42	65	65	0.02161016900000	0.03008474500000	0.03432203300000	0.03432203300000	0.13771186400000	0.18008474500000	0.27754237200000	0.27754237200000
YJR100C	327	0.1903	3588	1	1	2418	2	0	0.6925860018	A	0	0	0	10	1	0	Cellular_Organisms	4	5	2	2	31	36	13	13	0.01253822600000	0.01559633000000	0.00642201800000	0.00642201800000	0.09633027500000	0.11162079500000	0.04128440300000	0.04128440300000
YJR101W	266	0.1490	3589	1	1	3362	1	7	0.8686571263	A	0	0	0	10	1	0	Cellular_Organisms	2	4	4	4	13	23	37	37	0.00789473600000	0.01541353300000	0.01541353300000	0.01541353300000	0.05075187900000	0.08834586400000	0.14097744300000	0.14097744300000
YJR102C	202	0.2629	3590	2	2	3726	7	0	1.0578976268	A	0	0	0	9	1	0	Eukaryota	6	6	4	4	51	51	29	29	0.03019801900000	0.03019801900000	0.02029702900000	0.02029702900000	0.25495049500000	0.25495049500000	0.14603960300000	0.14603960300000
YJR103W	578	0.2730	3591	1	1	4814	2	1	0.8151566197	A	0	0	0	10	1	0	Cellular_Organisms	6	9	2	2	51	66	13	13	0.01055363300000	0.01574394400000	0.00363321700000	0.00363321700000	0.08910034600000	0.11505190300000	0.02335640100000	0.02335640100000
YJR104C	154	0.5813	3592	1	1	5387	1	4	1.0304902756	A	0	0	0	10	1	0	Cellular_Organisms	1	1	0	0	7	7	0	0	0.00714285700000	0.00714285700000	0.00064935000000	0.00064935000000	0.04870129800000	0.04870129800000	0.00324675300000	0.00324675300000
YJR105W	340	0.2183	3593	1	1	468	1	1	0.7754453446	A	0	0	0	10	1	0	Cellular_Organisms	3	8	6	6	37	62	42	42	0.00911764700000	0.02382352900000	0.01794117600000	0.01794117600000	0.11029411700000	0.18382352900000	0.12500000000000	0.12500000000000
YJR106W	725	0.1360	3594	2	2	1811	1	0	1.2873470597	A	0	0	0	9	1	0	Eukaryota	14	18	14	14	215	235	233	233	0.01944827500000	0.02496551700000	0.01944827500000	0.01944827500000	0.29724137900000	0.32482758600000	0.32206896500000	0.32206896500000
YJR107W	328	0.1362	3595	1	1	3016	0	0	0.7708740179	A	0	0	0	9	1	0	Cellular_Organisms	4	4	3	3	28	28	24	24	0.01250000000000	0.01250000000000	0.00945121900000	0.00945121900000	0.08689024300000	0.08689024300000	0.07469512100000	0.07469512100000
YJR108W	123	0.1351	3596	10	10	2423	4	0	0.9048776446	A	0	1	0	4	1	0	Saccharomyces_cerevisiae	2	3	3	3	19	24	38	38	0.01707317000000	0.02520325200000	0.02520325200000	0.02520325200000	0.15853658500000	0.19918699100000	0.31300813000000	0.31300813000000
YJR109C	1118	0.1967	3597	1	1	1773	0	5	0.6281412436	A	0	0	0	10	1	0	Cellular_Organisms	9	13	10	10	82	102	79	79	0.00813953400000	0.01171735200000	0.00903398900000	0.00903398900000	0.07379248600000	0.09168157400000	0.07110912300000	0.07110912300000
