GeneUID	SequenceUID	CordesBinaryHydrophobicDispersionBlock6
YJL126W	3358	0.7850007884
YJL125C	3359	0.7729937534
YJL124C	3360	1.4190155554
YJL123C	3361	1.1583344753
YJL122W	3362	1.1776260296
YJL121C	3363	0.8234585253
YJL120W	3364	1.7917361975
YJL119C	3365	1.2301048940
YJL118W	3366	1.4555348403
YJL117W	3367	1.0553553868
YJL116C	3368	1.4546674349
YJL115W	3369	1.3449059246
YJL114W	3370	0.7393328811
YJL113W	3371	0.9837997115
YJL112W	3372	0.8754927804
YJL111W	3373	0.8109935703
YJL110C	3374	0.8304984753
YJL109C	3375	1.0192184576
YJL108C	3376	1.1159727632
YJL107C	3377	1.0480599704
YJL106W	3378	1.0516798817
YJL105W	3379	1.0583613479
YJL104W	3380	0.8519994473
YJL103C	3381	0.8950682420
YJL102W	3382	0.9425101560
YJL101C	3383	1.0094575576
YJL100W	3384	0.9602277878
YJL099W	3385	0.9544631708
YJL098W	3386	1.0205722914
YJL097W	3387	0.8206188649
YJL096W	3388	0.8868525354
YJL095W	3389	1.1052292887
YJL094C	3390	1.3467357634
YJL093C	3391	1.3967504819
YJL092W	3392	1.0156166471
YJL091C	3393	1.1819823673
YJL090C	3394	1.0081791222
YJL089W	3395	1.0387473800
YJL088W	3396	0.7013216061
YJL087C	3397	0.8667598764
YJL086C	3398	0.7681466032
YJL085W	3399	1.0049920809
YJL084C	3400	1.0009154759
YJL083W	3401	1.1134034785
YJL082W	3402	1.0675164195
YJL081C	3403	0.9989287830
YJL080C	3404	0.8878511259
YJL079C	3405	1.0628860547
YJL078C	3406	0.9953596748
YJL077W-B	3407	1.4204548629
YJL077C	3408	1.1498867156
YJL077W-A	3409	1.2736022003
YJL076W	3410	1.1422759490
YJL075C	3411	1.7822884013
YJL074C	3412	0.8232551302
YJL073W	3413	1.0259598371
YJL072C	3414	1.0346735917
YJL071W	3415	0.9290090407
YJL070C	3416	0.8892079541
YJL069C	3417	1.1806869089
YJL068C	3418	0.9362641233
YJL067W	3419	1.1046646982
YJL066C	3420	1.0742847092
YJL065C	3421	1.0595843409
YJL064W	3422	1.4243476520
YJL063C	3423	0.8328666955
YJL062W-A	3424	1.2318552036
YJL062W	3425	1.1344508366
YJL061W	3426	0.6943595285
YJL060W	3427	0.9607017314
YJL059W	3428	1.4380343202
YJL058C	3429	0.9155161399
YJL057C	3430	1.2083300116
YJL056C	3431	1.0090840960
YJL055W	3432	0.8712520193
YJL054W	3433	0.9897657538
YJL053W	3434	1.0048762754
YJL052C-A	3435	1.5395256917
YJL052W	3436	0.9458287026
YJL051W	3437	1.3692370728
YJL050W	3438	0.9258410234
YJL049W	3439	0.9133495937
YJL048C	3440	0.9459947158
YJL047C-A	3441	1.3017574437
YJL047C	3442	0.8377427058
YJL046W	3443	0.7688554913
YJL045W	3444	0.8919007273
YJL044C	3445	0.9609686152
YJL043W	3446	0.8896857936
YJL042W	3447	1.0954569148
YJL041W	3448	1.3759625455
YJL039C	3449	0.9495826100
YJL038C	3450	1.3224971027
YJL037W	3451	0.9149713305
YJL036W	3452	0.8111053492
YJL035C	3453	0.9911097172
YJL034W	3454	0.8648883704
YJL033W	3455	0.9164043463
YJL032W	3456	0.8314852151
YJL031C	3457	0.8733596361
YJL030W	3458	0.6884164235
YJL029C	3459	0.9066931354
YJL028W	3460	1.3826732079
YJL027C	3461	1.4075613276
YJL026W	3462	1.0847098632
YJL026C-A	3463	1.4227103727
YJL025W	3464	0.9648875778
YJL024C	3465	0.9160149347
YJL023C	3466	0.6552893603
YJL022W	3467	0.6514247208
YJL020C	3468	0.9992297845
YJL020W-A	3469	0.6355184460
YJL019W	3470	0.9628563591
YJL016W	3471	0.9928022691
YJL015C	3472	1.2548254119
YJL014W	3473	0.6559952730
YJL013C	3474	0.8330169627
YJL012C	3475	0.9941734288
YJL011C	3476	0.7150031301
YJL010C	3477	1.0742765855
YJL009W	3478	1.1604167091
YJL008C	3479	0.8327776261
YJL007C	3480	1.1206517393
YJL006C	3481	0.8554288852
YJL005W	3482	1.0016638044
YJL004C	3483	1.3153037044
YJL003W	3484	1.1382240851
YJL002C	3485	0.8388750554
YJL001W	3486	1.2186802991
YJR001W	3487	1.2342695923
YJR002W	3488	0.7782784887
YJR003C	3489	0.8735886381
YJR004C	3490	0.9087347916
YJR005W	3491	1.0315906213
YJR005C-A	3492	1.1999295413
YJR006W	3493	1.1040239726
YJR007W	3494	1.0219178009
YJR008W	3495	0.6598196623
YJR009C	3496	0.9629346009
YJR010W	3497	1.0668295618
YJR010C-A	3498	1.3621808412
YJR011C	3499	0.8316772565
YJR012C	3500	1.2732272476
YJR013W	3501	1.3687818391
YJR014W	3502	0.9012691854
YJR015W	3503	1.2528630265
YJR016C	3504	0.8318730056
YJR017C	3505	1.3144288616
YJR018W	3506	0.8563660614
YJR019C	3507	0.6512185697
YJR020W	3508	1.2146542828
YJR021C	3509	1.1563376869
YJR022W	3510	1.4404472090
YJR023C	3511	1.3085396120
YJR024C	3512	0.9358964850
YJR025C	3513	0.9450102228
YJR026W	3514	1.0084587467
YJR027W	3515	1.0650002720
YJR029W	3516	1.0469923897
YJR028W	3517	1.0544541948
YJR030C	3518	0.8658010679
YJR031C	3519	0.9327066089
YJR032W	3520	0.9794151200
YJR033C	3521	1.0339131028
YJR034W	3522	1.0757742000
YJR035W	3523	1.0684456942
YJR036C	3524	0.9228340516
YJR037W	3525	1.0690789474
YJR038C	3526	1.2020202020
YJR039W	3527	0.7473130250
YJR040W	3528	1.2733457158
YJR041C	3529	0.8580139318
YJR042W	3530	0.9463307860
YJR043C	3531	1.1663801693
YJR044C	3532	1.4398165173
YJR045C	3533	0.8991056036
YJR046W	3534	0.9521357755
YJR047C	3535	1.0945792206
YJR048W	3536	1.1430608514
YJR049C	3537	1.0299684151
YJR050W	3538	0.9564161527
YJR051W	3539	1.1316869127
YJR052W	3540	1.1222585015
YJR053W	3541	0.7341303123
YJR054W	3542	1.3700209751
YJR055W	3543	0.5287017443
YJR056C	3544	0.7356498592
YJR057W	3545	0.8591858090
YJR058C	3546	1.3629613266
YJR059W	3547	0.9679309035
YJR060W	3548	1.0851438917
YJR061W	3549	0.8139774603
YJR062C	3550	1.0449494714
YJR063W	3551	0.8385493068
YJR064W	3552	0.9378075447
YJR065C	3553	1.0322629756
YJR066W	3554	0.9510164208
YJR067C	3555	1.1901005835
YJR068W	3556	0.7800648129
YJR069C	3557	0.7438925854
YJR070C	3558	0.7523156595
YJR071W	3559	0.9582747989
YJR072C	3560	0.8283499415
YJR073C	3561	1.1660950306
YJR074W	3562	0.8340845522
YJR075W	3563	0.8244751582
YJR076C	3564	0.9046564608
YJR077C	3565	1.1642752206
YJR078W	3566	0.8719533838
YJR079W	3567	0.6196952881
YJR080C	3568	0.7054632044
YJR082C	3569	1.0485067848
YJR083C	3570	0.8866393179
YJR084W	3571	1.0359335192
YJR085C	3572	1.8359161793
YJR086W	3573	1.0294696970
YJR087W	3574	0.6878160661
YJR088C	3575	0.8443210416
YJR089W	3576	0.8828543591
YJR090C	3577	0.8938112352
YJR091C	3578	0.9970455776
YJR092W	3579	0.7887397381
YJR093C	3580	1.0108915237
YJR094C	3581	1.1779733718
YJR094W-A	3582	1.4112368381
YJR095W	3583	1.1573576853
YJR096W	3584	0.6217824823
YJR097W	3585	0.7398513691
YJR098C	3586	1.0324005621
YJR099W	3587	1.1376374587
YJR100C	3588	0.7656384996
YJR101W	3589	0.7706550010
YJR102C	3590	0.9843360297
YJR103W	3591	1.1148596220
YJR104C	3592	0.9790328073
YJR105W	3593	1.0367965982
YJR106W	3594	1.4887716408
YJR107W	3595	0.7832313868
YJR108W	3596	0.9529915850
YJR109C	3597	0.8933297545
YJR110W	3598	0.8563925409
YJR111C	3599	0.9460341679
YJR112W	3600	0.7802344463
YJR112W-A	3601	1.0069916289
YJR113C	3602	0.4651248111
YJR114W	3603	1.1280562867
YJR115W	3604	0.6661843397
YJR116W	3605	0.9881524725
YJR117W	3606	1.2461090684
YJR118C	3607	1.4982808707
YJR119C	3608	0.8804056205
YJR120W	3609	1.1400553151
YJR121W	3610	1.0810169180
YJR122W	3611	0.8086881513
YJR123W	3612	0.6884407738
YJR124C	3613	1.2568046817
YJR125C	3614	0.9676962410
YJR126C	3615	0.8511589816
YJR127C	3616	1.0880553640
YJR128W	3617	0.9070348711
YJR129C	3618	0.8090140972
YJR130C	3619	0.7153031510
YJR131W	3620	0.9452915835
YJR132W	3621	0.9308293585
YJR133W	3622	0.9461279890
YJR134C	3623	0.7268115088
YJR135C	3624	0.7591541721
YJR135W-A	3625	0.8492670422
YJR136C	3626	0.9767697365
YJR137C	3627	1.0082299928
YJR138W	3628	0.8401753142
YJR139C	3629	1.2232406112
YJR140C	3630	0.9530825900
YJR140W-A	3631	0.2802696396
YJR141W	3632	0.8675257157
YJR142W	3633	1.0494791667
YJR143C	3634	1.2103935659
YJR144W	3635	0.9525854506
YJR145C	3636	0.7685762861
YJR146W	3637	0.8754238817
YJR147W	3638	0.8996066827
YJR148W	3639	0.8112281552
YJR149W	3640	0.9473932585
YJR150C	3641	1.5484846729
YJR151C	3642	1.2286475568
YJR151W-A	3643	1.5434920635
YJR152W	3644	1.3742029167
YJR153W	3645	0.6239664975
YJR154W	3646	1.0705076442
YJR155W	3647	0.7979324204
YJR156C	3648	0.9032123146
YJR157W	3649	1.1810526316
YJR158W	3650	1.2733757930
YJR159W	3651	1.0022569282
YJR160C	3652	1.3675245573
YJR161C	3653	1.1746496970
YJR162C	3654	0.7612604799
YKL225W	3655	0.7428119474
YKL224C	3656	1.3382518536
YKL223W	3657	1.1157470185
YKL222C	3658	0.9532089434
YKL221W	3659	1.5905007286
YKL220C	3660	1.0969769064
YKL219W	3661	1.0151677705
YKL218C	3662	1.0658201666
YKL217W	3663	1.5459920611
YKL216W	3664	0.8635242869
YKL215C	3665	0.7671573369
YKL214C	3666	1.0629097711
YKL213C	3667	0.8251841254
YKL212W	3668	0.9981373128
YKL211C	3669	1.0077757261
YKL210W	3670	1.0108684417
YKL209C	3671	1.0684924827
YKL208W	3672	0.7995249236
YKL207W	3673	0.9866400718
YKL206C	3674	0.7395966536
YKL205W	3675	0.8848846383
YKL204W	3676	0.9972294275
YKL203C	3677	1.0154466959
YKL202W	3678	0.8169271737
YKL201C	3679	1.0811403618
YKL198C	3680	1.0851545379
YKL197C	3681	0.8157081485
YKL196C	3682	0.8044352243
YKL195W	3683	1.7100785655
YKL194C	3684	0.6980509396
YKL193C	3685	0.5208824233
YKL192C	3686	0.6579242904
YKL191W	3687	1.0346456698
YKL190W	3688	0.7569142934
YKL189W	3689	1.0894745493
YKL188C	3690	1.1214613489
YKL187C	3691	1.2039351522
YKL186C	3692	0.8919620090
YKL185W	3693	0.8639164114
YKL184W	3694	0.9795671809
YKL183C-A	3695	1.8892435383
YKL183W	3696	1.0829268293
YKL182W	3697	0.8481480719
YKL181W	3698	0.9884258001
YKL180W	3699	0.7716034141
YKL179C	3700	1.0191477531
YKL178C	3701	1.5265148325
YKL177W	3702	1.0673521248
YKL176C	3703	0.9983084495
YKL175W	3704	1.6557248222
YKL174C	3705	1.4600862966
YKL173W	3706	0.8952746343
YKL172W	3707	0.8086766865
YKL171W	3708	1.0606567395
YKL170W	3709	0.4640292643
YKL169C	3710	1.3257360461
YKL168C	3711	1.1422752485
YKL167C	3712	0.7241935418
YKL166C	3713	0.9119923627
YKL165C-A	3714	1.1982901966
YKL165C	3715	1.2977511155
YKL164C	3716	0.8323947162
YKL163W	3717	0.7533775125
YKL162C-A	3718	1.1423364407
YKL162C	3719	0.8043356294
YKL161C	3720	0.8810762162
YKL160W	3721	0.8604930041
YKL159C	3722	0.8931869874
YKL157W	3723	0.8212132458
YKL156W	3724	0.5188988942
YKL156C-A	3725	0.9539387685
YKL155C	3726	0.8804028463
YKL154W	3727	1.1762709756
YKL153W	3728	0.8223484848
YKL152C	3729	1.1299994077
YKL151C	3730	0.7790391296
YKL150W	3731	1.2384983407
YKL149C	3732	1.1343549114
YKL148C	3733	0.9166082550
YKL147C	3734	1.6192818871
YKL146W	3735	1.4394501783
YKL145W	3736	1.0139381368
YKL145W-A	3737	0.6590909091
YKL144C	3738	1.1684418653
YKL143W	3739	1.2516107605
YKL142W	3740	0.6837344484
YKL141W	3741	1.0280339806
YKL140W	3742	0.9986615640
YKL139W	3743	1.2461837864
YKL138C-A	3744	1.0235953833
YKL138C	3745	1.2206395780
YKL137W	3746	1.3365562007
YKL136W	3747	2.2720552276
YKL135C	3748	0.7490062519
YKL134C	3749	0.8407953724
YKL133C	3750	0.9606944043
YKL132C	3751	0.9765065172
YKL131W	3752	0.6846340064
YKL130C	3753	0.8738822026
YKL129C	3754	0.9805784922
YKL128C	3755	0.9328733637
YKL127W	3756	0.9629616227
YKL126W	3757	0.8656161103
YKL125W	3758	0.9857581093
YKL124W	3759	1.2459449236
YKL123W	3760	0.8561643836
YKL122C	3761	1.1890095695
YKL121W	3762	0.9299560301
YKL120W	3763	0.9104667723
YKL119C	3764	1.2684866481
YKL118W	3765	0.7780660849
YKL117W	3766	1.6233490477
YKL116C	3767	1.1001876059
YKL115C	3768	1.0101763947
YKL114C	3769	1.1372638548
YKL113C	3770	1.0191729194
YKL112W	3771	1.2091066001
YKL111C	3772	0.8371895453
YKL110C	3773	0.8461367779
YKL109W	3774	0.8550993279
YKL108W	3775	0.8499380556
YKL107W	3776	0.9824031360
YKL106C-A	3777	1.1229166667
YKL106W	3778	0.7723298011
YKL105C	3779	1.0649623626
YKL104C	3780	1.0176457737
YKL103C	3781	1.0689122526
YKL102C	3782	0.9801071486
YKL101W	3783	0.9848520506
YKL100C	3784	1.1211823986
YKL100W-A	3785	1.9291592410
YKL099C	3786	0.7455529733
YKL098W	3787	0.8556345560
YKL097C	3788	1.3909856103
YKL096C-B	3789	1.6698136646
YKL096W-A	3790	2.3320686869
YKL096W	3791	1.5528297445
YKL095W	3792	0.7838232442
YKL094W	3793	0.7898422496
YKL093W	3794	0.9151113429
YKL092C	3795	0.8838407710
YKL091C	3796	0.7954967124
YKL090W	3797	0.9545137172
YKL089W	3798	1.0984611631
YKL088W	3799	1.3641887691
YKL087C	3800	0.9402754682
YKL086W	3801	0.9107914533
YKL085W	3802	1.0219745905
YKL084W	3803	0.9206893466
YKL083W	3804	1.0777587193
YKL082C	3805	1.1263437265
YKL081W	3806	1.2701491098
YKL080W	3807	0.9842982332
YKL079W	3808	0.8190424864
YKL078W	3809	0.8596636684
YKL077W	3810	1.1094710668
YKL076C	3811	1.1733084251
YKL075C	3812	1.0189352688
YKL074C	3813	0.9000409508
YKL073W	3814	0.9198435984
YKL072W	3815	0.8757923208
YKL071W	3816	0.8631030065
YKL070W	3817	1.0915032680
YKL069W	3818	1.0691461228
YKL068W-A	3819	0.9040183975
YKL068W	3820	1.1152964235
YKL067W	3821	0.7483258929
YKL066W	3822	0.8032463216
YKL065W-A	3823	2.0507753116
YKL065C	3824	1.5210055096
YKL064W	3825	1.3648135420
YKL063C	3826	1.4399567801
YKL062W	3827	0.9957623950
YKL061W	3828	0.6380412002
YKL060C	3829	1.1025830133
YKL059C	3830	0.9998928646
YKL058W	3831	0.9715131137
YKL057C	3832	0.8074106217
YKL056C	3833	0.7059220757
YKL055C	3834	0.7407382618
YKL054C	3835	1.4443638561
YKL053C-A	3836	0.8860494229
YKL053W	3837	1.3341815408
YKL052C	3838	0.9243579921
YKL051W	3839	1.7491536796
YKL050C	3840	0.9774437947
YKL049C	3841	1.4126541927
YKL048C	3842	0.8794445230
YKL047W	3843	1.0146211044
YKL046C	3844	1.4352577678
YKL045W	3845	0.7692027002
YKL044W	3846	1.3108291855
YKL043W	3847	1.0375226625
YKL042W	3848	0.7045733674
YKL041W	3849	0.7120132882
YKL040C	3850	0.6674426210
YKL039W	3851	1.4168388986
YKL038W	3852	1.1466185567
YKL037W	3853	1.2329179030
YKL036C	3854	1.5258677644
YKL035W	3855	0.8781279651
YKL034W	3856	1.0884243718
YKL033W-A	3857	0.8911628885
YKL033W	3858	0.9757885752
YKL032C	3859	1.1377564481
YKL031W	3860	1.7509062784
YKL030W	3861	1.3995852809
YKL029C	3862	1.0661490583
YKL028W	3863	1.2043899416
YKL027W	3864	0.9398554208
YKL026C	3865	0.9735744626
YKL025C	3866	0.6963789651
YKL024C	3867	0.7928835059
YKL023C-A	3868	1.6354233528
YKL023W	3869	1.3599374022
YKL022C	3870	0.9440727771
YKL021C	3871	1.1039815971
YKL020C	3872	1.1232090110
YKL019W	3873	0.8141979517
YKL018C-A	3874	1.4157670063
YKL018W	3875	0.8512401723
YKL017C	3876	0.8450642554
YKL016C	3877	0.5283380682
YKL015W	3878	1.0269733805
YKL014C	3879	0.9667919705
YKL013C	3880	0.8261919263
YKL012W	3881	0.9049688271
YKL011C	3882	0.9712349993
YKL010C	3883	0.9394261139
YKL009W	3884	1.0938339778
YKL008C	3885	1.6055881364
YKL007W	3886	0.6520916864
YKL006C-A	3887	1.8206937096
YKL006W	3888	0.8622780839
YKL005C	3889	1.1773066890
YKL004W	3890	1.2173067603
YKL003C	3891	0.8656470247
YKL002W	3892	0.9472882156
YKL001C	3893	0.7410749338
YKR001C	3894	0.9241584859
YKR002W	3895	1.0990827623
YKR003W	3896	0.9542747739
YKR004C	3897	0.8080385479
YKR005C	3898	1.0490819152
YKR006C	3899	0.8117077905
YKR007W	3900	0.7756180520
YKR008W	3901	1.1089291249
YKR009C	3902	1.0712976620
YKR010C	3903	1.0007546675
YKR011C	3904	0.7659938913
YKR012C	3905	0.8844875346
YKR013W	3906	1.2614896305
YKR014C	3907	1.1496710526
YKR015C	3908	1.0494308991
YKR016W	3909	0.8533377875
YKR017C	3910	0.9365655412
YKR018C	3911	0.9814976244
YKR019C	3912	1.1489896452
YKR020W	3913	0.4703158249
YKR021W	3914	0.8575390264
YKR022C	3915	0.8224056604
YKR023W	3916	1.0794597984
YKR024C	3917	0.8931985093
YKR025W	3918	0.9542248456
YKR026C	3919	1.0114888594
YKR027W	3920	0.9027329229
YKR028W	3921	1.0865259821
YKR029C	3922	1.1214993067
YKR030W	3923	1.3773925681
YKR031C	3924	0.8096020793
YKR032W	3925	0.7911289416
YKR033C	3926	1.5735473109
YKR034W	3927	0.9006017158
YKR035C	3928	0.8911532790
YKR035W-A	3929	0.7962243402
YKR036C	3930	0.8341304734
YKR037C	3931	0.9781228678
YKR038C	3932	0.8870329537
YKR039W	3933	1.3953594089
YKR040C	3934	2.0377701960
YKR041W	3935	1.3622348355
YKR042W	3936	1.3161325710
YKR043C	3937	1.2067716886
YKR044W	3938	1.1077441521
YKR045C	3939	0.9369957839
YKR046C	3940	1.1154082957
YKR047W	3941	0.9068561383
YKR048C	3942	0.8429506328
YKR049C	3943	0.5415213010
YKR050W	3944	1.4347722352
YKR051W	3945	1.0094669609
YKR052C	3946	0.9188602394
YKR053C	3947	1.3102745806
YKR054C	3948	0.8171516853
YKR055W	3949	0.9340374664
YKR056W	3950	0.8239808442
YKR057W	3951	0.5175218246
YKR058W	3952	1.0983428186
YKR059W	3953	0.8883278554
YKR060W	3954	0.9885823720
YKR061W	3955	0.9050046526
YKR062W	3956	0.9677082982
YKR063C	3957	0.8900043829
YKR064W	3958	0.9610704754
YKR065C	3959	1.0131620022
YKR066C	3960	1.2117143004
YKR067W	3961	1.1552928863
YKR068C	3962	0.7861747624
YKR069W	3963	0.9374783628
YKR070W	3964	0.9279852503
YKR071C	3965	0.7965656099
YKR072C	3966	1.3462160810
YKR073C	3967	1.4867349573
YKR074W	3968	0.5803006139
YKR075C	3969	0.8074208693
YKR075W-A	3970	0.9195751804
YKR076W	3971	0.8201369958
YKR077W	3972	0.8654949523
YKR078W	3973	0.8207038554
YKR079C	3974	0.8893869872
YKR080W	3975	1.0282836185
YKR081C	3976	0.8775573031
YKR082W	3977	0.8004879866
YKR083C	3978	1.0576550005
YKR084C	3979	1.0411476315
YKR085C	3980	1.0137716458
YKR086W	3981	0.9393255017
YKR087C	3982	1.1478467223
YKR088C	3983	1.5333591094
YKR089C	3984	1.0144575098
YKR090W	3985	0.7343456349
YKR091W	3986	1.1710331384
YKR092C	3987	1.6354595263
YKR093W	3988	1.2844223466
YKR094C	3989	1.2400793651
YKR095W	3990	0.7287808258
YKR095W-A	3991	1.0185147498
YKR096W	3992	1.2126103929
YKR097W	3993	0.9115517418
YKR098C	3994	1.1329561608
YKR099W	3995	0.8326410868
YKR100C	3996	1.2649091472
YKR101W	3997	1.0273411735
YKR102W	3998	1.1371679830
YKR103W	3999	1.1677035166
YKR104W	4000	0.8605673442
YKR105C	4001	1.5304101977
YKR106W	4002	1.3195336723
YLL067C	4003	1.1919202963
YLL067W-A	4004	1.0542841929
YLL066W-B	4005	1.1870375264
YLL066C	4006	1.1869376064
YLL066W-A	4007	1.0542841929
YLL065W	4008	0.8242316709
YLL064C	4009	1.2526315789
YLL063C	4010	0.9780131426
YLL062C	4011	0.8819758584
YLL061W	4012	1.5590242587
YLL060C	4013	0.8461726980
YLL059C	4014	1.1678321678
YLL058W	4015	0.9363405662
YLL057C	4016	0.8641766401
YLL056C	4017	0.7352774573
YLL055W	4018	1.4683722554
YLL054C	4019	0.9909869269
YLL053C	4020	1.3216545682
YLL052C	4021	1.7370454904
YLL051C	4022	0.9973315843
YLL050C	4023	0.8486014565
YLL049W	4024	0.6944158316
YLL048C	4025	1.1838273366
YLL047W	4026	1.3177805801
YLL046C	4027	0.9219714780
YLL045C	4028	1.1194425164
YLL044W	4029	0.4191956214
YLL043W	4030	1.6501223234
YLL042C	4031	0.9355148883
YLL041C	4032	1.0402647003
YLL040C	4033	1.0216795999
YLL039C	4034	1.0390977439
YLL038C	4035	1.0916332502
YLL037W	4036	1.1561239919
YLL036C	4037	0.9030742038
YLL035W	4038	1.0431040321
YLL034C	4039	1.0209277928
YLL033W	4040	0.7105822081
YLL032C	4041	0.8841182288
YLL031C	4042	1.2210077139
YLL030C	4043	1.2562333575
YLL029W	4044	0.8801659951
YLL028W	4045	1.6441524103
YLL027W	4046	1.0552290985
YLL026W	4047	0.9740627710
YLL025W	4048	1.2827458317
YLL024C	4049	0.9862753504
YLL023C	4050	1.2660959289
YLL022C	4051	1.1006110890
YLL021W	4052	0.9299111479
YLL020C	4053	1.3530228495
YLL019C	4054	0.9876347510
YLL019W-A	4055	0.7250000000
YLL018C-A	4056	0.6060305435
YLL018C	4057	0.9970297942
YLL015W	4058	1.0721696834
YLL014W	4059	1.6184873950
YLL013C	4060	1.1071160375
YLL012W	4061	1.0329851557
YLL011W	4062	0.9852631940
YLL010C	4063	1.3035671962
YLL009C	4064	1.5457378706
YLL008W	4065	1.3358016447
YLL007C	4066	0.9800953055
YLL006W-A	4067	1.2221997322
YLL006W	4068	1.1386718750
YLL005C	4069	1.1764089102
YLL004W	4070	1.0016320719
YLL003W	4071	0.7713114736
YLL002W	4072	0.8908313553
YLL001W	4073	0.8054362382
YLR001C	4074	0.8339471480
YLR002C	4075	1.1788058308
YLR003C	4076	0.9110607920
YLR004C	4077	1.2026542272
YLR005W	4078	1.1971395829
YLR006C	4079	1.2129088544
YLR007W	4080	1.1275714356
YLR008C	4081	0.7855326723
YLR009W	4082	0.9209968225
YLR010C	4083	0.7055863388
YLR011W	4084	1.1396227010
YLR012C	4085	1.0210021106
YLR013W	4086	1.0204246085
YLR014C	4087	0.9597774985
YLR015W	4088	0.9855323998
YLR016C	4089	1.2065266148
YLR017W	4090	0.9125660021
YLR018C	4091	1.1791041623
YLR019W	4092	1.0494313289
YLR020C	4093	1.0030059460
YLR021W	4094	0.8528003046
YLR022C	4095	0.7858106970
YLR023C	4096	1.3156208997
YLR024C	4097	0.8831947618
YLR025W	4098	0.8933070799
YLR026C	4099	1.2943351201
YLR027C	4100	0.7489637249
YLR028C	4101	0.8775346058
YLR029C	4102	0.5178043057
YLR030W	4103	0.8309026627
YLR031W	4104	0.8860811759
YLR032W	4105	0.9448137471
YLR033W	4106	0.8483270657
YLR034C	4107	1.0749536461
YLR035C	4108	0.8394056154
YLR035C-A	4109	1.0395892027
YLR036C	4110	1.2210270012
YLR037C	4111	1.2932915413
YLR038C	4112	1.1563095238
YLR039C	4113	0.9825769909
YLR040C	4114	1.2315672154
YLR041W	4115	1.2273664773
YLR042C	4116	1.6349018725
YLR043C	4117	0.7426470588
YLR044C	4118	0.8652318374
YLR045C	4119	0.8431693354
YLR046C	4120	1.2763729143
YLR047C	4121	1.0534195526
YLR048W	4122	0.8964908623
YLR049C	4123	1.2161364309
YLR050C	4124	0.8518400025
YLR051C	4125	1.1493166955
YLR052W	4126	1.0475384845
YLR053C	4127	1.0707004582
YLR054C	4128	1.0262473818
YLR055C	4129	1.0641115424
YLR056W	4130	0.9470447384
YLR057W	4131	0.7610073504
YLR058C	4132	0.8201172744
YLR059C	4133	0.9127653608
YLR060W	4134	0.9138411154
YLR061W	4135	1.3605137245
YLR062C	4136	1.3149308961
YLR063W	4137	1.0138431122
YLR064W	4138	1.0724057193
YLR065C	4139	1.6331560414
YLR066W	4140	0.9804181220
YLR067C	4141	0.8969779190
YLR068W	4142	0.8738699140
YLR069C	4143	0.8190282711
YLR070C	4144	1.0815722377
YLR071C	4145	0.8232504649
YLR072W	4146	0.9399340725
YLR073C	4147	0.7054334417
YLR074C	4148	0.8616644525
YLR075W	4149	0.9717300917
YLR076C	4150	0.7320038177
YLR077W	4151	0.9696938371
YLR078C	4152	1.1382818856
YLR079W	4153	1.0335094935
YLR080W	4154	0.9294314883
YLR081W	4155	1.3991064271
YLR082C	4156	0.9674769879
YLR083C	4157	1.3522350642
YLR084C	4158	1.0667895511
YLR085C	4159	1.1306498911
YLR086W	4160	0.9962353218
YLR087C	4161	0.9995526127
YLR088W	4162	1.1809130658
YLR089C	4163	0.7431384553
YLR090W	4164	0.8524485307
YLR091W	4165	0.8828867616
YLR092W	4166	1.2467703361
YLR093C	4167	1.0244897959
YLR094C	4168	0.7751989640
YLR095C	4169	0.9891949395
YLR096W	4170	0.9656310638
YLR097C	4171	0.8120132266
YLR098C	4172	1.2524895468
YLR099C	4173	0.7733119635
YLR099W-A	4174	1.0485181120
YLR100W	4175	0.8693373892
YLR101C	4176	0.9679079157
YLR102C	4177	0.7191861984
YLR103C	4178	1.0534402561
YLR104W	4179	1.6491168478
YLR105C	4180	0.9293486733
YLR106C	4181	0.9350572792
YLR107W	4182	0.8890806936
YLR108C	4183	0.8535480584
YLR109W	4184	0.8584917989
YLR110C	4185	1.8335477345
YLR111W	4186	1.6566259462
YLR112W	4187	1.0256065725
YLR113W	4188	0.8029659438
YLR114C	4189	1.2597317287
YLR115W	4190	0.8793909909
YLR116W	4191	1.0576801014
YLR117C	4192	0.7830585256
YLR118C	4193	1.1394238940
YLR119W	4194	0.7516527808
YLR120C	4195	1.0649010132
YLR120W-A	4196	1.0620167851
YLR121C	4197	1.2683837025
YLR122C	4198	0.7170295874
YLR123C	4199	0.9748252737
YLR124W	4200	1.6295938451
YLR125W	4201	1.0961788382
YLR126C	4202	1.1167413005
YLR127C	4203	0.8366292442
YLR128W	4204	0.9102341242
YLR129W	4205	0.9199027283
YLR130C	4206	1.4335561091
YLR131C	4207	0.8674948498
YLR132C	4208	0.9977749965
YLR133W	4209	0.8823702695
YLR134W	4210	0.9183527616
YLR135W	4211	0.8974639076
YLR136C	4212	0.8388987671
YLR137W	4213	0.9664528653
YLR138W	4214	1.4135852599
YLR139C	4215	0.8717247184
YLR140W	4216	1.2212467076
YLR141W	4217	0.9921706932
YLR142W	4218	0.8713274378
YLR143W	4219	0.9525726360
YLR144C	4220	0.9158446944
YLR145W	4221	1.1339671367
YLR146C	4222	1.1596638655
YLR146W-A	4223	1.0925925926
YLR147C	4224	0.6486850930
